"Name","Department","Would Take Again","Level of Difficulty","Total Ratings","Overall Quality","College"
"MacHemer, Georgia ","History","N/A","3.8","5","2.5","UNC"
"Castro, Aylim ","Languages","N/A","1.3","3","4.3","UNC"
"Parikh, Nalin ","Physics & Astronomy","N/A","4.4","20","2.1","UNC"
"Kurzman, Charles ","Sociology","N/A","3.5","11","3.3","UNC"
"Viscomi, Joe ","English","","3.8","14","3.8","UNC"
"Bobo, Kristina ","English","N/A","2.5","2","4.0","UNC"
"Parker, Dylan ","History","N/A","4.4","8","4.8","UNC"
"Durban, Pam ","Writing","","3.3","18","4.8","UNC"
"Downing, Eric ","Literature","N/A","3.1","7","3.7","UNC"
"Shay, Tom ","Environmental Science","N/A","3.3","3","4.2","UNC"
"Kato, Yuko ","Asian Studies","","3.6","14","3.3","UNC"
"Sato, Fuminao ","Asian Studies","N/A","2.7","3","3.3","UNC"
"Hoefges, Michael ","Journalism","N/A","4.1","8","4.4","UNC"
"Benavie, Arthur ","Economics","N/A","1.5","6","3.9","UNC"
"Meade, Melinda ","Geography","N/A","3.4","8","2.3","UNC"
"Desimone, Joseph ","Chemistry","N/A","3.5","2","3.5","UNC"
"Proctor, Bob ","Mathematics","N/A","3.4","10","3.1","UNC"
"Baruah, Sanjoy ","Computer Science","N/A","3.7","7","3.6","UNC"
"Hedlund, Kye ","Computer Science","N/A","4.4","23","1.4","UNC"
"King, Amy ","Communication Studies","N/A","4.0","1","2.0","UNC"
"Berger, Michele ","Women's Studies","N/A","3.3","18","4.6","UNC"
"Greene, Alison ","Anthropology","N/A","2.6","5","3.3","UNC"
"Poe, Michelle ","Psychology","N/A","3.3","4","2.0","UNC"
"Gunn, Lisa ","Languages","N/A","3.5","4","4.1","UNC"
"Glatthaar, Joseph ","History","","3.3","36","4.3","UNC"
"Bowers, Jason ","Philosophy","N/A","2.9","7","4.6","UNC"
"Blau, Judith ","Sociology","N/A","1.0","4","3.4","UNC"
"Benninger, Larry ","Geology","N/A","3.3","11","3.8","UNC"
"Harris, John ","Dramatic Arts","N/A","4.0","1","4.5","UNC"
"Meeks, Melissa ","English","N/A","3.7","3","3.8","UNC"
"Smith, Brooks ","Music","N/A","2.6","11","3.6","UNC"
"Eckerman, David ","Psychology","","2.9","11","4.2","UNC"
"Choi, Seulki ","Sociology","N/A","2.3","3","3.0","UNC"
"Washburn, Sean ","Physics & Astronomy","N/A","4.2","13","2.9","UNC"
"Aaron, Grace ","Languages","N/A","3.6","32","3.3","UNC"
"Wolfe, Jessica ","English","","3.0","20","4.5","UNC"
"Mutima, Alphonse ","African-American Studies","N/A","2.3","13","3.2","UNC"
"Costanzino, Nicola ","Mathematics","N/A","2.8","5","4.1","UNC"
"Coleman, James ","English","N/A","2.5","18","2.6","UNC"
"Flanagan, Kathleen ","English","N/A","2.2","15","4.3","UNC"
"Jones, Alan ","Biology","N/A","4.3","12","3.0","UNC"
"Selassie, Bereket ","African-American Studies","N/A","1.5","11","4.3","UNC"
"Dunbar, Roberta ","African-American Studies","N/A","3.5","2","3.8","UNC"
"Janken, Kenneth ","African-American Studies","N/A","3.6","15","2.7","UNC"
"Velasquez, Guillermo ","African-American Studies","N/A","3.0","1","5.0","UNC"
"Magee, Carol ","Art","N/A","3.2","9","3.4","UNC"
"Nyang'Oro, Julius ","African-American Studies","N/A","2.6","7","4.0","UNC"
"Luft, Shanny ","Religious Studies","N/A","2.2","6","4.3","UNC"
"Moutinho, Ana ","Languages","N/A","1.0","1","5.0","UNC"
"Piotrowski, Martin ","Sociology","N/A","1.0","1","5.0","UNC"
"Lazar, Lance ","Religion","N/A","3.5","2","5.0","UNC"
"Parker, Pat ","Communication Studies","N/A","1.0","1","3.5","UNC"
"Struckmeyer, Myra ","History","N/A","4.0","2","2.3","UNC"
"Levin, Alicia ","Music","N/A","3.2","11","4.4","UNC"
"Sherman, Carol ","Languages","N/A","4.0","2","4.8","UNC"
"Jackson, Mark ","English","N/A","2.0","5","3.6","UNC"
"O'Sullivan, Michael ","History","N/A","1.0","1","5.0","UNC"
"Persky, Adam ","Pharmacology","","","","","UNC"
"Kinlaw, Kevin ","Economics","N/A","4.0","3","3.2","UNC"
"Baena, Silvia ","Languages","N/A","2.7","3","5.0","UNC"
"Hannah, John ","English","N/A","2.3","3","2.2","UNC"
"Rao, Ennio ","Languages","N/A","1.3","7","4.6","UNC"
"Lach, Pam ","History","N/A","1.0","1","5.0","UNC"
"Matthews, Carrie ","English","N/A","2.0","1","5.0","UNC"
"Shen, Haipeng ","Statistics","N/A","3.5","4","3.3","UNC"
"Horan, Thomas ","English","N/A","1.0","3","4.7","UNC"
"King, J K ","Dramatic Arts","N/A","2.0","2","4.5","UNC"
"Whalen, Brett ","History","","3.4","43","4.8","UNC"
"Matchinske, Megan ","English","","3.1","22","3.6","UNC"
"Hobson, Fred ","English","N/A","2.4","5","3.2","UNC"
"Nichols, Gene ","Law","N/A","2.5","2","4.8","UNC"
"Maley, Catherine ","Languages","N/A","3.5","4","2.8","UNC"
"Simons, Gordon ","Statistics","","","","","UNC"
"Costa, Jeanine ","Languages","N/A","1.0","2","3.8","UNC"
"Antle, Martine ","Languages","N/A","2.9","8","3.6","UNC"
"Smith, William ","Mathematics","N/A","3.0","2","4.3","UNC"
"Collins, Steve ","Communication Studies","N/A","1.0","1","5.0","UNC"
"Jayaraman, Sudarshan ","Business","N/A","3.0","2","3.8","UNC"
"Podolsky, Bob ","Biology","N/A","4.0","1","5.0","UNC"
"Willis, Rachel ","Economics","N/A","3.4","18","2.6","UNC"
"Nolan, William ","English","N/A","3.7","3","3.7","UNC"
"Fout, Hamilton ","Economics","N/A","2.5","2","4.8","UNC"
"Larson, Jennifer ","English","","2.6","28","3.0","UNC"
"Galloway, Nicole ","Education","N/A","1.0","3","4.5","UNC"
"Petschauer, Meredith ","Exercise & Sport Science","N/A","2.2","5","4.9","UNC"
"Hsiao, Li-Ling ","Asian Studies","N/A","2.5","13","4.0","UNC"
"Holmgren, Beth ","Languages","N/A","3.0","1","4.5","UNC"
"Clark, Fred ","Languages","N/A","1.5","2","3.8","UNC"
"Ehrman, Bart ","Religion","","3.9","35","4.2","UNC"
"Lauterer, Jock ","Journalism","N/A","3.2","12","4.5","UNC"
"Tuggle, Charlie ","Journalism","N/A","3.5","6","3.0","UNC"
"Lamb, Larry ","Journalism","N/A","3.5","4","3.1","UNC"
"Vargas, Lucila ","Journalism","N/A","2.8","8","2.1","UNC"
"Nuss, Mark ","Communication Studies","N/A","2.0","2","5.0","UNC"
"Singer, Amanda ","Psychology","N/A","2.0","1","5.0","UNC"
"Prichard, Carla ","Theater","N/A","2.0","1","5.0","UNC"
"Kaplanis, Evi ","Languages","N/A","2.5","2","4.8","UNC"
"Lowman, Joseph ","Psychology","N/A","3.1","10","3.9","UNC"
"Falvo, Richard ","Medicine","N/A","1.7","3","4.8","UNC"
"Spremulli, Linda ","Chemistry","N/A","4.0","10","3.9","UNC"
"Redinbo, Matthew ","Chemistry","N/A","2.5","8","4.4","UNC"
"Joseph, Tessa ","English","N/A","1.5","2","4.3","UNC"
"Nikolova, Silviya ","Economics","N/A","4.8","5","1.3","UNC"
"Crowe, Ian ","History","","","","","UNC"
"James, Karen ","Business","N/A","5.0","1","1.0","UNC"
"Rhodes, Terry ","Music","N/A","4.0","1","5.0","UNC"
"Prinz, Jesse ","Philosophy","N/A","2.5","2","5.0","UNC"
"Jordan, David ","English","","","","","UNC"
"Zhou, Chen ","Mathematics","","","","","UNC"
"Ludwig, Edward ","Physics & Astronomy","","","","","UNC"
"Davis, Dan ","Economics","N/A","1.7","11","3.9","UNC"
"Kritsch, Kevin ","English","N/A","1.3","3","4.7","UNC"
"Duronio, Bob ","Biology","N/A","3.5","2","4.8","UNC"
"Andrews, Matthew ","History","","2.8","85","4.8","UNC"
"Libby, Jeremiah ","Physical Ed","","","","","UNC"
"Butler, Robert ","Physical Ed","","","","","UNC"
"Baer, Marc ","Philosophy","N/A","2.5","2","4.0","UNC"
"Duque, Adriano ","Spanish","N/A","2.0","4","4.5","UNC"
"Williams, Mark ","Mathematics","","4.3","19","2.7","UNC"
"Youngdahl, Scott ","Languages","N/A","3.0","5","4.5","UNC"
"Terry, Michael ","Linguistics","N/A","2.4","8","3.1","UNC"
"Tolocka, Michael ","Chemistry","N/A","3.4","15","3.3","UNC"
"Henkel, John ","Classics","N/A","4.7","7","2.5","UNC"
"Strumpf, Koleman ","Economics","N/A","4.5","2","4.0","UNC"
"Beres, Kathleen ","English","N/A","3.0","1","4.5","UNC"
"Cadle, Nathaniel ","English","N/A","2.3","3","3.8","UNC"
"Hagan, Jacquelin ","Sociology","N/A","2.5","23","3.8","UNC"
"Painter, Jason ","Education","","","","","UNC"
"Prinstein, Mitchell ","Psychology","N/A","1.9","8","4.5","UNC"
"Svanoe, Bill ","Dramatic Arts","N/A","3.0","1","5.0","UNC"
"Eberlein, Patrick ","Mathematics","N/A","2.6","7","4.7","UNC"
"Gibbons, William ","Music","N/A","2.3","3","5.0","UNC"
"Oskin, Michael ","Geology","N/A","4.7","3","2.0","UNC"
"Reef, John ","Music","N/A","2.5","2","4.8","UNC"
"Taylor, Beverly ","English","N/A","2.8","9","3.8","UNC"
"Sawamura, Katsuhiko ","Asian Studies","","2.5","26","4.6","UNC"
"Aratake, Yuki ","Asian Studies","N/A","2.5","10","4.1","UNC"
"Henry, Eric ","Asian Studies","N/A","2.7","7","2.9","UNC"
"Lasalata, Cale ","Languages","N/A","2.4","14","4.6","UNC"
"Calvente, Lisa ","Communication Studies","N/A","4.5","2","5.0","UNC"
"Wright, Jeffrey ","Music","N/A","1.0","1","5.0","UNC"
"Brown, Debra ","Nursing","N/A","2.0","1","2.5","UNC"
"Pletsch, Pamela ","Nursing","N/A","3.0","1","1.0","UNC"
"Peet, Robert ","Biology","N/A","4.2","5","3.0","UNC"
"Webster, Lawrence ","English","N/A","3.5","2","1.3","UNC"
"Brennan, Kevin ","African-American Studies","N/A","2.7","3","3.5","UNC"
"Park, Arum ","Classics","N/A","3.5","4","4.4","UNC"
"Richmond, Andrea ","Mathematics","N/A","2.2","5","4.4","UNC"
"Peppers, Mark ","Physics & Astronomy","N/A","3.5","2","3.0","UNC"
"Roeder, Gregory ","Psychology","N/A","2.5","2","3.3","UNC"
"Race, William ","Classics","N/A","3.4","7","4.5","UNC"
"Smith, Richard ","Mathematics","N/A","2.0","2","4.0","UNC"
"Lensing, George ","English","N/A","4.3","10","2.5","UNC"
"Zhang, Sean ","Economics","N/A","2.0","4","3.0","UNC"
"Holland, Dorothy ","Anthropology","N/A","2.0","4","3.9","UNC"
"Doyle, Martin ","Geography","N/A","2.8","16","4.3","UNC"
"Pfaltzgraff, John ","Mathematics","N/A","3.0","5","3.4","UNC"
"Eron, Joseph ","Medicine","","","","","UNC"
"Geraghty, Thomas ","Economics","N/A","3.0","5","3.1","UNC"
"Nadas, John ","Music","","1.6","23","4.5","UNC"
"Thorpe, Ryan ","Mathematics","N/A","2.3","4","4.6","UNC"
"Melchert, Craig ","Linguistics","N/A","2.0","2","4.0","UNC"
"Haas, Stephanie ","Information Science","N/A","4.0","9","3.7","UNC"
"Solomon, Paul ","Information Science","N/A","2.0","1","3.5","UNC"
"Gollop, Claudia ","Information Science","N/A","2.0","1","3.5","UNC"
"Cooper, Patrick ","English","N/A","3.0","1","5.0","UNC"
"Peterseil, Yakob ","Literature","N/A","1.5","2","5.0","UNC"
"Vanberg, Georg ","Political Science","N/A","3.0","4","3.3","UNC"
"Valdez, Ines ","Political Science","N/A","4.5","2","2.8","UNC"
"Tolle, Jon ","Statistics","N/A","4.0","4","2.1","UNC"
"Sewell, Fiona ","English","","","","","UNC"
"Goering, Gregory ","Religious Studies","N/A","3.6","7","2.8","UNC"
"Pozefsky, Diane ","Computer Science","","2.7","19","2.8","UNC"
"Lacefield, Kristen ","English","N/A","3.0","19","4.5","UNC"
"Conlon, Mariel ","Mathematics","N/A","3.3","3","3.5","UNC"
"Barbour, Ashley ","English","N/A","3.5","12","4.8","UNC"
"Smith, Peter ","Classics","N/A","3.6","7","3.4","UNC"
"Aberle, Danielle ","English","N/A","3.3","3","5.0","UNC"
"Holmes, Brooke ","Classics","N/A","2.0","2","3.8","UNC"
"Goolsby, Delia ","Political Science","N/A","3.0","2","3.8","UNC"
"Baker, Scott ","Law","N/A","2.5","4","3.9","UNC"
"Eichner, Maxine ","Law","N/A","3.1","11","4.1","UNC"
"Dowdy, Michael ","English","N/A","3.0","1","5.0","UNC"
"Halton, John ","Computer Science","N/A","4.0","2","2.0","UNC"
"Martens, Randy ","Statistics","N/A","4.8","4","1.0","UNC"
"Summers, Sandra ","German","N/A","2.0","6","4.6","UNC"
"Bonzek, Matthew ","Mathematics","N/A","4.0","9","3.1","UNC"
"Kolb, Ken ","Sociology","N/A","3.3","3","4.7","UNC"
"Caldwell, Kia ","African-American Studies","N/A","1.9","11","3.7","UNC"
"Tewari, Meenu ","Public Policy","N/A","2.0","1","3.0","UNC"
"Lambert, Valerie ","Anthropology","","1.4","24","4.1","UNC"
"David, Marc ","Anthropology","N/A","1.5","2","3.8","UNC"
"Seim, Harvey ","Marine Sciences","N/A","3.0","2","4.8","UNC"
"Taff, Greg ","Geography","N/A","1.0","1","5.0","UNC"
"Orth, John ","Law","N/A","3.2","5","4.3","UNC"
"Saunders, Melissa ","Law","N/A","3.0","1","5.0","UNC"
"Whetstone, Jeff ","Art","N/A","3.0","5","3.4","UNC"
"Knobe, Josh ","Philosophy","N/A","3.8","4","4.1","UNC"
"Zagoren, Sindhu ","Communication Studies","N/A","2.8","6","3.8","UNC"
"Boosey, George ","Journalism","N/A","2.0","1","3.5","UNC"
"Simpson, Richard ","Journalism","N/A","2.5","2","4.8","UNC"
"Parker-Stephen, Evan ","Political Science","N/A","4.0","2","1.0","UNC"
"Mathis, Amanda ","Classics","N/A","3.5","2","4.5","UNC"
"Ficke, Sarah ","English","N/A","2.0","4","3.3","UNC"
"Yayama, Yuki ","Mathematics","N/A","3.6","7","2.2","UNC"
"Sinclair, Janas ","Journalism","N/A","2.3","4","4.5","UNC"
"Dessen, Sarah ","English","N/A","2.0","1","5.0","UNC"
"McGuire, Kevin ","Political Science","N/A","2.8","21","4.2","UNC"
"Miller, Patrick ","Political Science","N/A","3.6","7","4.6","UNC"
"Warren, Cheryl ","Geography","N/A","2.3","3","3.0","UNC"
"Venegas, Jose Luis ","Languages","N/A","3.0","2","4.0","UNC"
"Johnson, David ","Psychology","N/A","3.5","2","4.0","UNC"
"Cranford, Emily ","Languages","N/A","2.8","4","4.9","UNC"
"Duval, Kathleen ","History","","2.5","19","4.4","UNC"
"Reznick, Steve ","Psychology","N/A","2.0","1","4.0","UNC"
"Salvaggio, Ruth ","English","N/A","1.6","10","4.2","UNC"
"Jordan, Elizabeth ","Psychology","N/A","2.0","38","4.4","UNC"
"Lienesch, Michael ","Political Science","N/A","2.5","8","4.6","UNC"
"MacGregor, Barbara ","Marine Sciences","N/A","4.7","11","1.7","UNC"
"Mann, Richard ","Business","N/A","4.5","2","3.5","UNC"
"Lee, Myung Hee ","Statistics","N/A","3.0","4","3.1","UNC"
"Xaubet, Horacio ","Languages","N/A","2.7","7","3.0","UNC"
"Ozdemir, Nilufer ","Economics","N/A","2.5","8","3.4","UNC"
"Perdue, Theda ","History","N/A","3.0","5","3.4","UNC"
"Wymer, Kathryn ","English","N/A","2.0","1","4.0","UNC"
"Dybdahl, Traci Helen ","Languages","N/A","3.0","3","5.0","UNC"
"Paulauskas, Michael ","History","N/A","3.3","3","5.0","UNC"
"Jimenez-Espino, Rocio ","Languages","N/A","4.0","1","4.0","UNC"
"Cima, Joseph ","Mathematics","N/A","4.4","16","1.7","UNC"
"Kowalsky, Sharon ","History","N/A","5.0","2","3.5","UNC"
"Long, David ","History","N/A","1.7","6","4.9","UNC"
"Floyd-Wilson, Mary ","English","N/A","3.3","17","4.5","UNC"
"Fraser, Jim ","Geography","N/A","2.0","2","3.8","UNC"
"Bar-On, Dorit ","Philosophy","N/A","3.5","4","3.6","UNC"
"Amos, Peter ","Economics","N/A","3.7","3","3.0","UNC"
"Flaherty, Jennifer ","English","N/A","2.5","4","4.6","UNC"
"Ribo, John ","Languages","N/A","3.4","9","4.0","UNC"
"Zhou, Yi ","Asian Studies","N/A","2.5","14","4.6","UNC"
"Zhang, Hang ","Asian Studies","N/A","2.3","3","3.8","UNC"
"Andrews, Kenneth ","Sociology","N/A","2.3","4","4.5","UNC"
"Miller, Swaha ","Computer Science","N/A","2.0","1","4.5","UNC"
"Urbin, Stephanie ","Chemistry","N/A","4.0","1","5.0","UNC"
"Culler, Matthew ","Art History","N/A","3.0","1","3.0","UNC"
"Cravey, Altha ","Geography","","1.5","11","4.5","UNC"
"Gann, Chris ","Mathematics","N/A","3.0","1","4.5","UNC"
"Nielsen, Francois ","Sociology","","2.4","16","3.8","UNC"
"Cofresi, Lina ","Languages","N/A","1.7","3","3.2","UNC"
"Powell, Darci ","Sociology","N/A","1.0","1","4.0","UNC"
"Kim, Hosun ","Languages","","2.7","21","4.0","UNC"
"Kubota, Ryuko ","Asian Studies","N/A","2.0","2","5.0","UNC"
"Marshall, William ","Law","N/A","3.4","5","3.2","UNC"
"Bullard, Melissa ","History","N/A","4.0","10","3.5","UNC"
"Hendrick, Randall ","Linguistics","N/A","3.3","15","3.2","UNC"
"Roberge, Paul ","Linguistics","N/A","3.4","9","4.4","UNC"
"Fader, Don ","Music","N/A","2.5","2","4.8","UNC"
"Saikia, Yasmin ","History","N/A","4.3","8","1.9","UNC"
"Frazier, Melissa ","Linguistics","N/A","3.0","6","4.4","UNC"
"Song, Conghe ","Geography","N/A","2.9","9","3.5","UNC"
"Marr, Timothy ","American Studies","","2.3","23","4.5","UNC"
"Ingram, Alicia ","Languages","N/A","1.8","5","4.8","UNC"
"Kreger, Mandi ","English","N/A","2.0","1","4.0","UNC"
"Fairfield, Austin ","English","N/A","4.5","4","3.3","UNC"
"Tasci, Hakan ","Economics","N/A","2.0","1","5.0","UNC"
"Frankenberg, Emily ","English","N/A","2.5","2","5.0","UNC"
"Ferris, Marcie ","American Studies","N/A","2.6","9","3.9","UNC"
"Buck, Elizabeth ","Art History","N/A","2.6","5","4.1","UNC"
"Rybarczyk, Brian ","Biology","N/A","1.0","1","4.5","UNC"
"Thomasson, Rachel ","Political Science","","","","","UNC"
"Grabowski, Beth ","Art","N/A","3.4","10","3.2","UNC"
"Slavick, Elin ","Art","N/A","2.6","7","3.0","UNC"
"Stelzel, Philipp ","History","N/A","3.7","7","3.5","UNC"
"Linden, Tom ","Journalism","N/A","3.3","9","3.5","UNC"
"Li, Junpeng ","Sociology","N/A","2.0","2","4.8","UNC"
"Colchero-Dorado, Rosario ","Languages","N/A","2.7","13","4.5","UNC"
"Luby, Richard ","Music","","","","","UNC"
"Sandoval, Jose ","Exercise & Sport Science","N/A","1.0","1","4.5","UNC"
"Wisser, William ","History","N/A","3.5","2","4.3","UNC"
"Ross, Amber ","Philosophy","N/A","2.0","1","3.5","UNC"
"Pankey, Alexis ","Sociology","","","","","UNC"
"Aragon, Lorraine ","Anthropology","","2.4","13","3.7","UNC"
"Randolph, Tony ","Geography","N/A","4.0","1","1.0","UNC"
"Murray, Seth ","Anthropology","N/A","2.0","3","4.7","UNC"
"Wakeman, D. J. ","Economics","","","","","UNC"
"Devlin, Maegan ","History","","","","","UNC"
"Shaw, William ","English","N/A","3.6","7","4.9","UNC"
"Edwards, Courtney ","Business","N/A","4.0","2","3.0","UNC"
"Leukhina, Oksana ","Economics","N/A","2.7","11","4.3","UNC"
"Wilkinson, Paul ","Languages","N/A","1.8","8","4.7","UNC"
"Walsh, J M ","Computer Science","","","","","UNC"
"Wiley, R H ","Biology","N/A","3.8","4","3.8","UNC"
"Assani, Idris ","Mathematics","","4.3","34","3.0","UNC"
"Mitran, Sorin ","Mathematics","N/A","4.4","15","3.0","UNC"
"Lackey, Gerald ","Sociology","","","","","UNC"
"Wang, Lin ","Sociology","N/A","1.0","1","5.0","UNC"
"Adkins, Daniel ","Sociology","N/A","2.5","4","4.3","UNC"
"Blake, Stephani ","Sociology","N/A","3.0","1","5.0","UNC"
"Tsing, Michael ","Geography","","","","","UNC"
"Duclos, Rod ","Marketing","N/A","3.5","2","4.8","UNC"
"Mason, Lisa ","Languages","N/A","2.3","3","4.5","UNC"
"Body, Katy ","Communication Studies","N/A","1.7","3","4.8","UNC"
"McQueeney, Krista ","Sociology","N/A","4.0","1","5.0","UNC"
"Kirby, Susannah ","Linguistics","N/A","3.2","6","4.3","UNC"
"Buehler, Dave ","Economics","N/A","2.3","3","3.5","UNC"
"Briggs, Kristie ","Economics","N/A","2.2","5","5.0","UNC"
"Kontos, Dan ","Physical Ed","N/A","1.0","1","5.0","UNC"
"Pearlstein, Rosanna ","Mathematics","N/A","1.7","3","3.2","UNC"
"Putland, Rebecca ","Music","N/A","3.0","1","5.0","UNC"
"Hollins, Mark ","Psychology","","3.5","11","3.0","UNC"
"Jimenez, Maria Del Cana ","Languages","N/A","2.7","3","4.5","UNC"
"Lee, Kate ","Biology","N/A","3.0","2","2.5","UNC"
"Bakker, Ryan ","Political Science","N/A","2.5","2","4.3","UNC"
"Charles, Hague ","Mathematics","N/A","4.0","1","3.0","UNC"
"Tiesinga, Paul ","Physics & Astronomy","N/A","4.7","3","3.0","UNC"
"Borgotello, Lorenzo ","Linguistics","N/A","1.0","1","5.0","UNC"
"Kleinman, S ","Women's Studies","N/A","2.1","8","5.0","UNC"
"Lanigun, Eamonn ","Physical Ed","","","","","UNC"
"Rohm, Ryan ","Physics & Astronomy","N/A","4.2","5","1.6","UNC"
"Flora, Joseph ","English","N/A","4.5","2","4.0","UNC"
"Harmon, William ","English","N/A","3.3","4","4.1","UNC"
"Hsu, Carmen ","Languages","N/A","2.5","10","4.7","UNC"
"Patterson, Matthew ","Dramatic Arts","N/A","1.0","2","4.5","UNC"
"Bonner, Paul ","Journalism","N/A","2.0","3","4.3","UNC"
"Pennington, Nathan ","Mathematics","N/A","3.4","5","4.6","UNC"
"Bryant, Hannah ","Education","N/A","2.0","2","4.5","UNC"
"Schmoldt, Robert ","Air Force Studies","N/A","2.0","1","5.0","UNC"
"Ganson, Nicholas ","History","N/A","2.3","3","4.8","UNC"
"Jones, Deborah ","Psychology","N/A","1.5","2","4.8","UNC"
"Payne, Keith ","Psychology","N/A","2.5","2","4.3","UNC"
"Jarausch, Hannelore ","Languages","N/A","2.4","5","3.9","UNC"
"Duke, Lisa ","Psychology","N/A","2.0","1","2.5","UNC"
"Glaser, Amy ","Philosophy","N/A","2.2","5","2.7","UNC"
"Davis, Nena ","Philosophy","N/A","4.0","2","3.5","UNC"
"Liljegren, Sarah ","Biology","N/A","3.0","4","3.6","UNC"
"Jones, Elizabeth ","Anthropology","N/A","2.6","5","2.5","UNC"
"Smith-Nonini, Angelina ","Anthropology","N/A","2.0","6","2.1","UNC"
"Shaffer, Laura ","Political Science","N/A","2.0","1","3.0","UNC"
"Cane, David ","Languages","N/A","2.0","3","5.0","UNC"
"Richmond, Edward ","Mathematics","N/A","3.0","2","3.0","UNC"
"Braymen, Charlie ","Economics","N/A","3.0","5","4.3","UNC"
"Saad, Syed ","Economics","N/A","3.0","8","2.6","UNC"
"Davenport, Randi ","English","N/A","3.5","2","3.3","UNC"
"Mickler, Patrick ","Geology","N/A","5.0","2","1.5","UNC"
"Freitag, Sandria ","Asian Studies","N/A","3.7","3","1.0","UNC"
"Dider, Gustavo ","Statistics","N/A","2.5","2","3.5","UNC"
"Leon, Raina ","Languages","N/A","2.0","1","4.0","UNC"
"Sweet, John ","History","","3.6","38","3.3","UNC"
"Rowlett, Russell ","Mathematics","N/A","3.5","4","3.9","UNC"
"Thomson, Deborah ","Communication Studies","N/A","3.0","1","4.0","UNC"
